,ope,con,ext,agr,neu,item_level,blocks,gender,birthday,age,relationship_status,interested_in,mf_relationship,mf_dating,mf_random,mf_friendship,mf_whatever,mf_networking,locale,network_size,timezone
1253,4,2.7,2.6,3.6,2.9,1,100,male,07/08/1985,27,2,NA,NA,NA,NA,NA,NA,NA,en_GB,29,1
1254,4.65,3.15,4.8,4.68,1.85,1,100,female,03/01/1991,21,1,1,NA,NA,NA,1,NA,NA,en_US,88,-6
1255,2.7,4.15,2.2,3.1,3.7,1,100,male,04/05/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,44,-5
1256,4.45,3.47,3.8,3.75,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1257,4.15,2.7,2.95,3.95,3.25,1,100,female,15/07/1994,18,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,109,11
1258,4.37,3.3,3,3.32,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1259,4.45,3,2.2,2.95,2.6,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,143,-7
1260,3.8,3.05,3.2,2.58,2.47,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1261,4.12,3.79,4.32,4.15,2.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1262,4.15,2.9,3.39,3.2,3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1263,4.25,4.05,2.45,2.5,2.4,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1264,3.85,4.6,1.9,3.35,4.35,1,100,male,,NA,2,2,NA,NA,NA,NA,NA,NA,en_US,73,-5
1265,2.67,3,3.33,3.17,3.33,1,30,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,96,11
1266,4.1,3.25,3.8,3.7,1.65,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,7
1267,4,2.5,2.75,2,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1268,4.3,2.3,1.8,3.2,4.15,1,336,male,08/05/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_US,61,8
1269,4.25,4.25,3.4,4.3,1.65,1,336,male,12/10/1958,54,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,1
1270,4.3,3.2,1.9,2.45,4.4,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,11,6
1271,4.5,3.67,4.75,2.75,2,1,20,male,31/05/1954,58,2,NA,NA,NA,NA,NA,NA,NA,en_US,64,-5
1272,4,3,2.5,1,3.25,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1273,5,3.35,3.5,4.1,2.9,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1274,3.5,3.5,4.5,3.5,2.5,1,20,female,26/11/1984,28,NA,1,NA,NA,NA,NA,NA,NA,en_US,326,-5
1275,2.75,3.25,3.75,4.25,1.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1276,4.8,2.35,3.95,3.2,2.8,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1277,3.55,2.85,1.7,3.2,3.05,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1278,3.8,2.8,3.35,2.6,2.95,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,178,-5
1279,3.7,3.7,3.15,4.1,1.95,1,100,female,12/02/1974,38,1,3,NA,NA,NA,NA,NA,NA,en_US,21,-8
1280,4,4.55,2.15,2.25,2.6,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1281,3.95,3.3,3,3.65,3,1,336,male,18/04/1988,24,1,2,NA,NA,NA,NA,NA,NA,en_US,72,-5
1282,4.15,3.15,3,2.8,4.5,1,100,female,04/10/1978,34,3,NA,NA,NA,NA,NA,NA,NA,en_US,92,-7
1283,4,3,3.75,3,2.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1284,3.25,4.5,4.25,2.67,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1285,5,4.75,4.75,3.75,1,1,20,male,25/03/1984,28,NA,NA,NA,NA,NA,NA,NA,NA,en_US,3,-1
1286,3.75,3.1,3.7,3.3,1.35,1,100,male,18/12/1995,17,3,2,NA,NA,NA,NA,NA,NA,en_US,8,-5
1287,4.25,2.25,3.25,4,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1288,3.8,3.37,2.25,4.15,2.8,1,100,male,31/08/1990,22,1,NA,NA,NA,NA,1,NA,NA,es_LA,104,-6
1289,3.85,4.53,2.65,3.84,2.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,7
1290,2.25,3.25,1.25,4.5,4.25,1,20,male,30/07/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,1,1
1291,2,4,3.75,3.25,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,sl_SI,90,2
1292,4.25,2.25,3.5,3.25,4.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1293,4.45,2.15,3.1,3.3,3.85,1,100,male,20/01/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,194,-6
1294,3.5,2,4,1.5,2.75,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1295,3.95,3.35,4.65,3.95,2.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,53,-6
1296,4.17,2.42,2.75,3.5,3.08,1,60,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fb_LT,113,-5
1297,4.5,3.25,3.25,3.25,3,1,20,male,13/06/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,153,-5
1298,3.75,3.75,3.75,3.25,2.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1299,4.7,2.25,4.16,3.7,3.7,1,100,male,22/03/1974,38,1,2,NA,NA,NA,NA,NA,NA,en_US,91,-5
1300,1.5,4.25,1.75,4.25,1.25,1,20,female,04/08/1956,56,2,NA,NA,NA,NA,NA,NA,NA,,14,-5
1301,3.1,3.7,2.6,3.6,3.75,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1302,4.15,3.75,4,3.55,3.45,1,100,female,02/10/1975,37,3,NA,NA,NA,NA,NA,NA,NA,en_US,165,-5
1303,3.95,2.6,2.75,2.9,2.55,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1304,3.55,4.26,2,1.74,2.25,1,100,male,19/07/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,57,-5
1305,5,2.5,4.25,3,2.75,1,20,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,fb_LT,363,-4
1306,4,3.25,4,3.5,2,1,20,female,14/02/1963,49,2,2,NA,NA,NA,1,NA,1,en_US,137,-4
1307,3.8,3.6,3.95,3.4,2.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1308,4.3,3.05,2,4.05,2.53,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,144,-5
1309,4.3,3.05,2,4.05,2.53,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,144,-5
1310,4.15,3,3.55,3.3,3.15,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1311,4.55,2.35,2.95,2.75,3.45,1,336,male,08/09/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,187,7
1312,2.7,4.65,1.35,2.75,1.6,1,336,male,12/12/1991,21,1,NA,NA,NA,NA,1,NA,NA,en_US,23,-4
1313,4.4,4.79,4.84,4.5,1.3,1,100,male,20/05/1980,32,1,2,NA,NA,NA,NA,NA,NA,en_US,18,-4
1314,5,3.5,2.75,3.5,4,1,20,female,27/10/1986,26,2,NA,NA,NA,NA,NA,NA,NA,en_US,223,-5
1315,4.6,3.8,3.2,4,2.65,1,100,female,29/04/1983,29,3,NA,NA,NA,NA,NA,NA,NA,en_US,146,-6
1316,4.6,2.9,2.5,3.3,2.95,1,336,male,13/01/1981,31,1,NA,NA,NA,NA,NA,NA,NA,en_US,118,-6
1317,3.5,3.55,3.6,3.05,3.55,1,100,female,04/03/1979,33,1,NA,NA,NA,NA,NA,NA,NA,en_US,136,-6
1318,3.85,3.75,3.6,2.1,3.1,1,100,female,,NA,1,1,1,NA,NA,1,NA,NA,en_US,90,-4
1319,2.75,2.5,3,3,4,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,es_ES,99,2
1320,4.17,4.17,3.17,1.83,4,1,30,female,22/01/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_GB,83,-6
1321,4,3.2,1.9,3.3,4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1322,4.53,3.35,2.45,3.05,4.05,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1323,4.5,3.75,5,3.5,2.75,1,20,female,16/05/1962,50,3,NA,NA,NA,NA,NA,NA,NA,en_US,292,-4
1324,3.5,2.85,3.5,3.45,2.9,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,96,-5
1325,4.4,3.85,3.55,3.85,3.45,1,100,female,11/12/1988,24,1,NA,NA,NA,NA,NA,NA,NA,en_US,263,-6
1326,4.75,3.65,2.7,4.2,2.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1327,4.4,2.35,1.8,3.9,3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1328,4.25,1.65,4,3.15,1.9,1,100,male,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,100,-4
1329,4.65,3.15,3.05,3.7,3.65,1,336,female,08/07/1975,37,2,NA,NA,NA,NA,NA,NA,NA,en_GB,210,1
1330,3.95,4,3.35,4.5,2.15,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1331,4.95,2.6,4.39,3.37,2.75,1,100,female,,NA,4,NA,NA,NA,NA,NA,NA,NA,,97,-8
1332,4.5,3.75,3.25,3.25,2.75,1,20,female,19/09/1968,44,NA,NA,NA,NA,NA,NA,NA,NA,sv_SE,561,1
1333,3.7,3.05,2.1,4.25,2.2,1,336,male,07/08/1985,27,NA,2,NA,NA,NA,NA,NA,NA,en_GB,56,13
1334,3.5,2.85,1.55,2.7,4.15,1,100,male,25/02/1989,23,2,2,NA,NA,NA,1,NA,NA,en_US,4,-5
1335,4.85,3.85,3.47,1.65,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1336,5,3.75,2.5,2.25,2.75,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1337,5,3.7,4.4,4.4,2.1,1,336,male,13/06/1961,51,3,NA,NA,NA,NA,NA,NA,NA,en_US,7,-5
1338,4.8,4.15,2.9,3.85,2.9,1,100,NA,29/06/1968,44,NA,NA,NA,NA,NA,NA,NA,NA,,26,-4
1339,3.2,3,4.05,3.75,1.53,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,438,-5
1340,4.7,3.1,3.1,2.5,4.3,1,100,male,04/08/1993,19,1,2,NA,NA,NA,NA,NA,NA,en_US,2,-4
1341,3.75,4,3.5,3.75,2,1,20,female,04/01/1976,36,3,NA,NA,NA,NA,NA,NA,NA,en_US,292,-6
1342,4.17,4.17,1.67,1.83,1.5,1,30,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,28,6
1343,3.5,3.7,2.1,3.45,3.7,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,217,1
1344,3.83,3.58,3.67,3.33,3,1,60,female,05/02/1996,16,1,NA,NA,NA,NA,NA,NA,NA,en_US,184,-4
1345,3.4,2.6,3.2,2.3,3.5,1,50,male,09/10/1995,17,2,NA,NA,NA,NA,NA,NA,NA,en_US,559,6
1346,3.25,3.5,3.25,2.25,3,1,20,male,18/06/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_US,32,-7
1347,4.9,2.2,2.3,4.4,3.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1348,4.6,2.55,3.45,4.35,1.9,1,336,female,15/06/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_US,192,-5
1349,3.95,4.05,2.75,3.35,2.55,1,100,female,03/07/1983,29,NA,NA,NA,NA,NA,NA,NA,NA,en_US,10,-6
1350,4.65,2.95,3.5,2.45,3.35,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1351,4.15,3.15,3.2,4.7,1.7,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,27,-7
1352,4.25,4.25,4.1,4.4,1.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1353,4.25,3,1.75,2.75,3.75,1,20,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,73,-7
1354,4.55,3.1,3.35,3.95,4.11,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,136,-7
1355,3,1.92,3.92,3.83,2.83,1,60,male,14/11/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,23,1
1356,3.75,4.05,2.75,4.6,1.9,1,100,male,06/05/1974,38,1,2,NA,NA,NA,NA,NA,NA,en_US,38,-5
1357,3.8,3.55,3.26,3,3.55,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,366,-4
1358,4.95,3.6,2.55,2.3,2.85,1,100,female,29/05/1986,26,2,NA,NA,NA,NA,NA,NA,NA,en_GB,69,-4
1359,4.05,3.05,3.15,3.05,2.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,1
1360,2.5,2.5,3.75,2.5,3.25,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1361,4.5,2.25,2.74,3.7,3.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1362,4.85,3.3,2.15,3.95,2.2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1363,2.45,2.95,3.15,3.55,2.8,1,100,female,28/09/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-6
1364,4,2.35,1.2,2.2,4.95,1,100,female,11/07/1985,27,NA,NA,NA,NA,NA,NA,NA,NA,en_US,1,-6
1365,4,3.75,4.25,4.25,2.75,1,20,female,09/03/1961,51,2,NA,NA,NA,NA,NA,NA,NA,en_US,583,-5
1366,4.5,2.75,2,4,2.67,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1367,4,3.75,4,2.75,3,1,20,female,10/09/1986,26,1,NA,NA,NA,NA,NA,NA,NA,,37,-4
1368,3.33,4.33,4.2,3.17,1.33,1,30,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,1
1369,3.5,3.75,4.25,3.75,2,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1370,4.44,2.26,2.7,4.42,3.15,1,100,male,14/11/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
1371,3.7,4.5,2.8,4.25,1.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1372,4.3,3.05,2.65,3.1,3.6,1,336,female,22/10/1981,31,3,NA,NA,NA,NA,NA,NA,NA,en_US,65,-5
1373,4.3,3.1,3.2,4,2.35,1,100,female,10/06/1989,23,1,NA,NA,NA,NA,NA,NA,NA,en_US,639,12
1374,4.4,2.9,3.35,3.4,3.9,1,100,female,23/11/1988,24,NA,NA,NA,NA,NA,NA,NA,NA,pt_PT,255,1
1375,4.45,2.85,2.5,2.5,4.55,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1376,4.9,2.9,2.65,3.45,2.2,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,71,-5
1377,4.9,2.9,2.65,3.45,2.2,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,71,-5
1378,3.75,3.25,3,4.5,4,1,20,male,24/07/1963,49,2,NA,NA,NA,NA,NA,NA,NA,en_US,53,-4
1379,3.25,2.33,3.25,4.25,3.33,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1380,4.17,3.33,3.36,4.33,1.08,1,60,male,11/06/1991,21,1,1,NA,NA,NA,NA,NA,NA,en_US,289,-5
1381,3.75,2.95,1.85,2.75,2.9,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1382,4.25,5,3,2.25,1,1,20,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,38,-4
1383,4.75,2.7,3.1,4.05,2.35,1,100,NA,01/01/1980,32,NA,NA,NA,NA,NA,NA,NA,NA,en_US,90,-7
1384,4.5,4,4.6,4.2,1.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1385,4.45,2.7,2.8,3.85,2.55,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,80,-4
1386,3.5,2.5,1.2,4.1,4.5,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,38,11
1387,4.94,1.81,4.38,2.31,4.44,1,80,male,13/06/1989,23,1,2,NA,NA,NA,NA,NA,NA,,43,-4
1388,4.95,3.3,3.6,3.1,2.6,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1389,3.55,3.1,3.1,4.2,2.1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1390,4.6,2.05,1.85,3,4.35,1,100,female,23/03/1992,20,NA,NA,NA,NA,NA,NA,NA,NA,en_US,35,-5
1391,4.35,3.9,3.65,2.2,1.9,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,22,-4
1392,3.85,3.15,3.53,4.05,2.1,1,100,female,08/03/1992,20,NA,1,NA,NA,NA,NA,NA,NA,en_US,80,-5
1393,3.8,3.1,4,3.05,3.3,1,100,male,12/10/1977,35,1,NA,NA,NA,NA,NA,NA,NA,en_US,404,8
1394,3.4,3.15,3.35,3.25,2.75,1,100,male,01/09/1989,23,1,2,1,1,NA,1,NA,NA,en_US,110,-6
1395,4.85,3.8,3.8,4.05,2.15,1,100,female,09/02/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_US,54,-8
1396,4,2.75,2.75,2.25,3,1,20,male,01/01/1986,26,NA,NA,NA,NA,NA,NA,NA,NA,en_US,413,6
1397,4.25,2.35,4.3,3,3.25,1,100,male,28/03/1989,23,1,2,NA,1,NA,1,NA,1,en_US,91,-7
1398,4,3.75,4,3.25,2.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1399,3.8,3.05,1.8,3.5,3.05,1,100,male,23/01/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,306,8
1400,3.8,3.05,1.8,3.5,3.05,1,100,male,23/01/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,306,8
1401,4.6,2.7,3.15,3.6,3.05,1,336,female,22/10/1989,23,1,1,NA,NA,NA,NA,NA,NA,en_US,44,-7
1402,4.5,4.15,4.55,3.45,3.1,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1403,5,4.5,4.5,4.8,1,1,336,male,20/02/1972,40,1,2,NA,NA,NA,NA,NA,NA,en_US,244,-7
1404,3.95,2.89,4.25,2.25,2.15,1,100,male,01/04/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_PI,NA,-6
1405,3.25,3.25,2.33,3.5,4,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1406,4,3.05,2.2,4.26,2.6,1,100,female,19/11/1972,40,3,NA,NA,NA,NA,1,NA,1,en_US,87,-5
1407,4.4,1.6,3.65,2.35,3.5,1,100,female,29/07/1992,20,4,NA,NA,NA,NA,NA,NA,NA,en_GB,109,10
1408,4.1,3.05,3.05,3.3,3.4,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1409,4.1,2.9,3.05,3.55,3.9,1,100,female,19/09/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,89,11
1410,4.55,3.2,4.45,2.3,3.85,1,100,female,07/06/1997,15,1,NA,NA,NA,NA,NA,NA,NA,en_US,320,-4
1411,4.75,3.71,4.17,3.5,2.25,1,40,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1412,4.8,3.75,3.1,3.9,1.75,1,336,female,20/06/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,51,-5
1413,3.15,4.05,3.8,3.2,2.5,1,100,female,31/05/1962,50,3,NA,NA,NA,NA,1,NA,1,en_GB,250,13
1414,2.7,3.2,1.3,3.2,2.55,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
1415,4.17,3.92,4,4,2.58,1,60,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1416,4.45,4.05,3.95,2.65,3.15,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
1417,3.5,4.2,1.15,2.5,3.8,1,100,male,27/12/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,197,-6
1418,4.35,4.35,4.4,3.85,1.5,1,100,male,20/08/1983,29,1,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
1419,3.5,3.5,2.5,3.5,4.25,1,20,female,18/03/1985,27,2,NA,NA,NA,NA,NA,NA,NA,en_US,44,-8
1420,3.45,2.5,2.75,2.7,3.6,1,100,male,24/12/1989,23,1,2,1,NA,1,1,NA,NA,en_GB,NA,9
1421,4.5,3.5,4.5,4,2.75,1,20,NA,10/03/1983,29,2,NA,NA,NA,NA,NA,NA,NA,,136,-10
1422,4.75,2.65,1.85,1.95,4.8,1,100,male,23/06/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,31,-4
1423,4.8,3.4,2.8,3.75,1.95,1,100,male,05/05/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_GB,9,1
1424,4.15,3.4,3.37,3.65,2.89,1,100,male,01/03/1991,21,2,2,NA,NA,NA,NA,NA,NA,en_US,189,-4
